time,s2
2017-08-29 10:31:34.570,257.91
2017-08-29 10:31:34.770,261.23
2017-08-29 10:31:34.910,260.96
2017-08-29 10:31:35.050,256.75
2017-08-29 10:31:35.130,251.15
2017-08-29 10:31:35.340,246.1
2017-08-29 10:31:35.480,247.72
2017-08-29 10:31:35.660,242.63
2017-08-29 10:31:35.700,238.53
2017-08-29 10:31:35.790,236.14
2017-08-29 10:31:35.870,238.61
2017-08-29 10:31:36.030,237.99
2017-08-29 10:31:36.140,238.43
2017-08-29 10:31:36.280,249.17
2017-08-29 10:31:36.390,245.42
2017-08-29 10:31:36.500,245
2017-08-29 10:31:36.610,242.95
2017-08-29 10:31:36.720,243.38
2017-08-29 10:31:36.770,241.35
2017-08-29 10:31:36.810,238.5
2017-08-29 10:31:36.860,241.61
2017-08-29 10:31:36.960,242.49
2017-08-29 10:31:37.070,242.1
2017-08-29 10:31:37.260,246.43
2017-08-29 10:31:37.450,245.92
2017-08-29 10:31:37.550,249.07
2017-08-29 10:31:37.660,246.6556
2017-08-29 10:31:37.750,251.6
2017-08-29 10:31:37.850,254.94
2017-08-29 10:31:38.030,259.76
2017-08-29 10:31:38.150,259.64
2017-08-29 10:31:38.310,260.2899
2017-08-29 10:31:38.390,260.2
2017-08-29 10:31:38.500,263.57
2017-08-29 10:31:38.540,264.05
2017-08-29 10:31:38.620,264.46
2017-08-29 10:31:38.770,263.67
2017-08-29 10:31:38.940,264.16
2017-08-29 10:31:39.130,260.13
2017-08-29 10:31:39.230,258.6
2017-08-29 10:31:39.350,260.09
2017-08-29 10:31:39.480,257.66
2017-08-29 10:31:39.530,258.11
2017-08-29 10:31:39.650,257.05
2017-08-29 10:31:39.820,261.21
2017-08-29 10:31:39.950,263.6
